raceID,name,year,winner,round_count,round_elected,round_eliminated,round_01_vote,round_02_vote,round_03_vote,round_04_vote,round_05_vote,round_06_vote,round_07_vote,round_08_vote,round_09_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote
NewYorkCity_20210622_DEMBoroughPresidentKings,Robert Ramos Jr.,2021,False,11,,7.0,10053,10056,10221,10365,10639,11210,12128,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Anthony T. Jones,2021,False,11,,6.0,8758,8766,9054,9420,9825,10392,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Trisha N. Ocona,2021,False,11,,5.0,8704,8712,8914,9355,9570,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Robert A. Elstein,2021,False,11,,4.0,6834,6845,6960,7151,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Pearlene S. Fields,2021,False,11,,3.0,5032,5056,5222,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Lamor Miller-Whitehead,2021,False,11,,2.0,4074,4084,,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Write-ins,2021,False,11,,1.0,706,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentKings,Inactive ballots,2021,False,11,,,0,526,1954,3189,6014,8975,12826,16971,23636,51071,92720,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Brad Lander,2021,True,10,10.0,,268064,268136,269267,270811,275332,281681,287844,296452,314570,340944,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Corey D. Johnson,2021,False,10,,10.0,195025,195184,196237,198518,203036,209837,222039,241489,267114,315649,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Michelle Caruso-Cabrera,2021,False,10,,9.0,117134,117226,118637,121454,125565,136055,141350,151972,165543,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Brian A. Benjamin,2021,False,10,,8.0,66276,66340,66869,67989,69490,74797,83547,90459,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,David I. Weprin,2021,False,10,,7.0,62641,62698,63329,64435,68327,72152,75133,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Kevin S. Parker,2021,False,10,,6.0,49555,49663,49992,51153,51927,55765,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Reshma Patel,2021,False,10,,5.0,45601,45653,46844,49493,51608,,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Zach Iscol,2021,False,10,,4.0,27756,27783,28367,29291,,,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Alex Pan,2021,False,10,,3.0,24266,24300,24865,,,,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Terri Liftin,2021,False,10,,2.0,9978,9993,,,,,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Write-ins,2021,False,10,,1.0,1791,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMComptrollerCitywide,Inactive ballots,2021,False,10,,,0,1111,3680,14943,22802,37800,58174,87715,120860,211494,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Rita C. Joseph,2021,True,10,10.0,,5648,5649,5723,5765,5819,6011,6166,6406,7546,10065,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Josue Pierre,2021,False,10,,10.0,4490,4494,4521,4548,4606,4673,4868,5083,5854,6829,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Kenya Handy-Hilliard,2021,False,10,,9.0,4342,4348,4364,4413,4482,4561,4650,4806,5620,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Edwin K. Raymond,2021,False,10,,8.0,1856,1859,1889,1914,1974,2062,2140,2265,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Cecilia Cortez,2021,False,10,,8.0,1645,1647,1668,1738,1803,1895,1986,2221,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Blake Morris,2021,False,10,,7.0,1127,1129,1155,1170,1237,1300,1368,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Maxi Eugene,2021,False,10,,6.0,1054,1054,1068,1085,1129,1175,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Harriet L. Hines,2021,False,10,,5.0,711,712,736,778,817,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,John Williams,2021,False,10,,4.0,656,657,671,705,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Vivia M. Morgan,2021,False,10,,3.0,411,412,428,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Victor Jordan,2021,False,10,,2.0,343,344,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Write-ins,2021,False,10,,1.0,60,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember40thCouncilDistrict,Inactive ballots,2021,False,10,,,0,38,120,227,476,666,1165,1562,3323,5449,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Kamillah Hanks,2021,True,9,9.0,,3463,3469,3535,3711,3942,4216,4705,5196,5996,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Amoy Barnes,2021,False,9,,9.0,2818,2824,2872,2994,3137,3259,3561,3901,4536,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Ranti Ogunleye,2021,False,9,,8.0,1576,1578,1599,1665,1743,1806,2007,2329,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Kelvin Richards,2021,False,9,,7.0,1399,1403,1441,1503,1587,1710,1929,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Selina Grey,2021,False,9,,6.0,1274,1277,1304,1382,1456,1657,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,David Hernandez,2021,False,9,,5.0,1023,1026,1046,1095,1190,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Michael P. Schnall,2021,False,9,,4.0,897,898,930,1014,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Troy McGhie,2021,False,9,,3.0,838,839,869,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,John F. McBeth Sr.,2021,False,9,,2.0,391,394,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Write-ins,2021,False,9,,1.0,53,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember49thCouncilDistrict,Inactive ballots,2021,False,9,,,0,24,136,368,677,1084,1530,2306,3200,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Sandra Ung,2021,True,8,8.0,,2370,2370,2374,2454,2654,2936,3615,4205,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Ellen Young,2021,False,8,,8.0,1704,1705,1714,1841,1987,2355,2741,3406,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,John Choe,2021,False,8,,6.0,1632,1633,1637,1650,1701,1845,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Anthony Miranda,2021,False,8,,5.0,1486,1487,1489,1504,1550,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Neng Wang,2021,False,8,,7.0,1407,1409,1418,1666,1868,1996,2146,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Hailing Chen,2021,False,8,,4.0,1012,1012,1021,1337,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Dao Yin,2021,False,8,,3.0,962,963,968,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Ming-Kang Low,2021,False,8,,2.0,50,50,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Write-ins,2021,False,8,,1.0,13,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember20thCouncilDistrict,Inactive ballots,2021,False,8,,,0,7,15,184,876,1504,2134,3025,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Lynn C. Schulman,2021,True,8,8.0,,3942,3947,4151,4465,4654,5256,5932,7232,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Aleda F. Gagarin,2021,False,8,,8.0,3316,3317,3517,3652,3763,3918,4274,4825,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,David Aronov,2021,False,8,,7.0,2355,2356,2485,2695,2825,3465,4135,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Donghui Zang,2021,False,8,,6.0,1855,1857,1969,2081,2810,3012,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Avi Cyperstein,2021,False,8,,5.0,1844,1844,1973,2127,2183,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Edwin K. Wong,2021,False,8,,4.0,1353,1355,1424,1541,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Douglas J. Shapiro,2021,False,8,,3.0,1241,1241,1366,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Eliseo Dorion Labayen,2021,False,8,,2.0,689,692,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Sheryl Ann Fetik,2021,False,8,,2.0,486,487,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Write-ins,2021,False,8,,1.0,41,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember29thCouncilDistrict,Inactive ballots,2021,False,8,,,0,26,237,561,887,1471,2781,5065,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Eric L. Adams,2021,True,8,8.0,,289403,289603,290055,291806,295798,317092,354657,404513,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Maya D. Wiley,2021,False,8,,7.0,201127,201193,201518,206013,209108,239174,254728,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Kathryn A. Garcia,2021,False,8,,8.0,184463,184571,184669,186731,191876,223634,266932,397316,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Andrew Yang,2021,False,8,,6.0,115130,115301,115502,118008,121597,135686,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Scott M. Stringer,2021,False,8,,5.0,51778,51850,51951,53599,56723,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Dianne Morales,2021,False,8,,5.0,26495,26534,26645,30157,30933,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Raymond J. McGuire,2021,False,8,,5.0,25242,25272,25418,26361,27934,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Shaun Donovan,2021,False,8,,4.0,23167,23189,23314,24042,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Aaron S. Foldenauer,2021,False,8,,3.0,7742,7758,7819,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Art Chang,2021,False,8,,3.0,7048,7064,7093,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Paperboy Love Prince,2021,False,8,,3.0,3964,4007,4060,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Joycelyn Taylor,2021,False,8,,3.0,2662,2683,2780,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Isaac Wright Jr.,2021,False,8,,2.0,2242,2254,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Write-ins,2021,False,8,,1.0,1568,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMMayorCitywide,Inactive ballots,2021,False,8,,,0,752,1207,5314,8062,26445,65714,140202,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Mark D. Levine,2021,True,7,7.0,,67375,67409,69081,72704,77253,86944,100718,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Brad M. Hoylman,2021,False,7,,7.0,61706,61734,62625,63619,69905,78345,86660,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Ben Kallos,2021,False,7,,5.0,30765,30778,31368,32331,35837,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Lindsey C. Boylan,2021,False,7,,4.0,24457,24476,27082,28314,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Elizabeth R. Caputo,2021,False,7,,6.0,23489,23518,25565,29543,36587,42446,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Guillermo A. Perez,2021,False,7,,3.0,16410,16441,17767,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Kimberly R. Watkins,2021,False,7,,2.0,12978,13014,,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Write-ins,2021,False,7,,1.0,550,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMBoroughPresidentNewYork,Inactive ballots,2021,False,7,,,0,360,4242,11219,18148,29995,50352,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Christopher Marte,2021,True,7,6.0,,8598,8602,8705,9034,9278,9801,10785,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Jenny L. Low,2021,False,7,,6.0,3855,3858,3939,4135,4625,5056,7054,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Gigi Li,2021,False,7,,6.0,3476,3479,3566,3768,4254,4662,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Maud Maron,2021,False,7,,5.0,1899,1900,1976,2190,2495,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Susan Lee,2021,False,7,,4.0,1699,1702,1757,2020,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Sean C. Hayes,2021,False,7,,3.0,874,875,928,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Tiffany Johnson-Winbush,2021,False,7,,3.0,755,757,809,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Susan Damplo,2021,False,7,,2.0,343,344,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Denny R. Salas,2021,False,7,,2.0,292,292,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Write-ins,2021,False,7,,1.0,43,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember1stCouncilDistrict,Inactive ballots,2021,False,7,,,0,25,154,687,1182,2315,3995,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Yi Andy Chen,2021,False,7,,7.0,4014,4019,4092,4201,4433,4802,5549,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Shekar Krishnan,2021,True,7,7.0,,3915,3916,3983,4064,4553,5040,6352,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Carolyn Tran,2021,False,7,,6.0,2304,2304,2368,2474,2695,3045,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Fatima Baryab,2021,False,7,,4.0,1541,1543,1588,1687,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Alfonso Quiroz,2021,False,7,,5.0,1358,1360,1566,1816,1986,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Liliana C. Melo,2021,False,7,,3.0,942,942,1041,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Manuel F. Perez,2021,False,7,,2.0,512,513,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,William H. Salgado,2021,False,7,,2.0,281,282,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Write-ins,2021,False,7,,1.0,35,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember25thCouncilDistrict,Inactive ballots,2021,False,7,,,0,23,264,660,1235,2015,3001,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Mercedes Narcisse,2021,True,7,7.0,,6421,6429,6651,6958,7372,7726,8940,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Shirley S. Paul,2021,False,7,,7.0,3008,3013,3216,3412,3824,4304,5094,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Gardy Brazela,2021,False,7,,6.0,2628,2633,2695,2793,3162,3668,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Donald J. Cranston,2021,False,7,,5.0,2387,2387,2431,2629,2791,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Judy D. Newton,2021,False,7,,4.0,1615,1617,1717,1905,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,R. Dimple Willabus,2021,False,7,,3.0,1390,1392,1445,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Tiffany Pryor,2021,False,7,,2.0,548,550,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Zuri S. Jackson,2021,False,7,,2.0,425,428,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Write-ins,2021,False,7,,1.0,58,,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember46thCouncilDistrict,Inactive ballots,2021,False,7,,,0,31,325,783,1331,2782,4446,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Pierina Ana Sanchez,2021,True,6,6.0,,3569,3577,3604,3805,4026,4887,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Yudelka Tapia,2021,False,6,,6.0,1964,1964,1985,2122,2448,2957,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Adolfo Abreu,2021,False,6,,5.0,1756,1756,1777,1898,2105,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Haile Rivera,2021,False,6,,4.0,980,980,994,1102,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Fernando A. Aquino,2021,False,6,,3.0,912,913,939,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Socrates S. Solano,2021,False,6,,2.0,174,175,,,,,,,,,,,,,
NewYorkCity_20210622_DEMCouncilMember14thCouncilDistrict,Write-ins,2021,False,6,,1.0,30,,,,,,,,,,,,,,
